tidy_tweet,Sentiment
i m so sorry for all the people that have to deal with my constant up and down moods daily ,Negative
i never really know where i stand in some people s life    one minute they treat me like i m something special  then nothing the next ,Positive
how many times have you typed   i m okay  while crying ,Negative
she s scared to get to close to anyone anymore  because everyone who promised her they would stay  turned their back on her and walked away ,Negative
it s easier just to say  I m fine  when somebody asks if you are okay  because sometimes it s not possible to explain why you aren t ,Positive
you think you re doing okay and then suddenly it s a nighttime and you re alone and you re not really sure how to distract yourself anymore ,Negative
i m sorry i can t live up to your expectations  i m sorry i can t be normal like everyone else  i m sorry i m not as good as everyone else ,Negative
i can t stand how quickly my mood changes  it effects my whole life because nobody understands me and people just get really annoyed with me,Negative
dont come to my gravestone and display emotions which you never once showed to me while i was breathing because that could ve kept me alive ,Positive
have you ever been in one of those moods where you don t really know whats wrong but you feel really irritated with everyone and everything,Negative
have you been so sad and tired and want to be alone  but at the same time you really wish there was someone who you could talk to who cares ,Positive
i m the girl who pretends people words don t hurt me  just so they don t know how sensitive i really am ,Positive
have you ever wanted to cry but no tears came out  so you just stare blankly into space while feeling your heart break into a million pieces,Negative
i don t really think people understand how stressful it is to explain what s going on in your head when you don t even understand yourself ,Negative
the worst sadness is the sadness you ve taught yourself to hide ,Negative
it hurts like hell when you know that you need to let go of someone but you can t  because you re still waiting for the impossible to happen,Negative
i hate getting close to people these days    i always regret sharing too much  caring too much  doing too much  and feeling too much ,Positive
it s kinda sad when you realize the person you used to tell everything to  now has no idea of what s happening with your life ,Negative
we hide behind a fake smile to mask the pain but sometimes we wish someone would look closely enough and see how broken we really are inside,Negative
i hate that feeling when you re not necessarily sad  but you just feel really empty ,Negative
nothing hurts more then being ignored  replaced  forgotten  lied to ,Negative
please don t expect me to always be good and kind and loving there are times when i ll be cold and thoughtless and really hard to understand,Positive
i ve disappointed a lot of people this year  but believe me when i say there s no one i ve disappointed more than myself ,Negative
my thoughts always destroy my mood ,Negative
she s just broken and probably cries herself to sleep almost every night although she tells you shes doing fine and she s okay but she s not,Negative
it s unbelievable how fast people can change  one day  you mean everything  the next day  you don t exist anymore  ,Positive
when you re ignored by someone whose attention means the most to you  is the worst feeling  you start to over think and it eats away at you ,Negative
i m just so tired  tired of never being good enough  tired of getting put down  tired of crying  tired of insecurities  tired of being tired,Negative
do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,Negative
i really hate when i say things without thinking  i always end up hating myself a little more each time  knowing i might of upset someone ,Negative
that feeling when you can actually feel the pain in your chest from hearing something or seeing something that really breaks your heart ,Negative
i m literally so tired of being nice to people and going out of my way to make sure they re okay and happy just to be treated like shit ,Positive
i hate when i cry about one thing then i end up crying about everything that s messed up in my life ,Negative
i truly feel like everything i say or do is always wrong  like i m a total disappointment to everyone  and all i ever do is let people down ,Positive
